"category","currency","delivery_date","dispatch_date","modified_at","order_date","order_ref","product","qty","status","supplier","expected_delivery"
"equipment","JPY","03/03/2024","19/02/2024","03/03/2024","11/02/2024","179","Hyper Sensor","51","Delivered","LabTech Solutions","10/03/2024"
"consumables","USD","","","15/01/2024","15/01/2024","180","Regulation Reagent","64","Raised","BulkChem Inc","19/02/2024"
"consumables","USD","","07/02/2024","07/02/2024","15/01/2024","180","Regulation Reagent","64","Dispatched","BulkChem Inc","19/02/2024"
"consumables","USD","18/02/2024","07/02/2024","18/02/2024","15/01/2024","180","Regulation Reagent","64","Delivered","BulkChem Inc","19/02/2024"
"consumables","GBP","","","21/08/2024","21/08/2024","181","Premium-Quality Solvent","44","Raised","ChemSupply Ltd","29/08/2024"
"consumables","GBP","","","23/08/2024","21/08/2024","181","Premium-Quality Solvent","16","Raised","ChemSupply Ltd","29/08/2024"
"consumables","USD","","","29/10/2024","29/10/2024","182","Regulation Reagent","34","Raised","BulkChem Inc","03/12/2024"
"consumables","USD","","14/11/2024","14/11/2024","29/10/2024","182","Regulation Reagent","34","Dispatched","BulkChem Inc","03/12/2024"
"consumables","USD","15/12/2024","14/11/2024","15/12/2024","29/10/2024","182","Regulation Reagent","34","Delivered","BulkChem Inc","03/12/2024"
"consumables","USD","","","17/11/2024","17/11/2024","183","Suspiciously Cheap Reagent","14","Raised","[REDACTED]","11/12/2024"
"consumables","USD","","30/11/2024","30/11/2024","17/11/2024","183","Suspiciously Cheap Reagent","14","Dispatched","[REDACTED]","11/12/2024"
"consumables","USD","13/12/2024","30/11/2024","13/12/2024","17/11/2024","183","Suspiciously Cheap Reagent","14","Delivered","[REDACTED]","11/12/2024"
"equipment","USD","","","03/11/2024","03/11/2024","184","Suspiciously Cheap Sensor","27","Raised","[REDACTED]","27/11/2024"
"equipment","USD","","09/11/2024","09/11/2024","03/11/2024","184","Suspiciously Cheap Sensor","27","Dispatched","[REDACTED]","27/11/2024"
"equipment","USD","21/11/2024","09/11/2024","21/11/2024","03/11/2024","184","Suspiciously Cheap Sensor","27","Delivered","[REDACTED]","27/11/2024"
"equipment","USD","","","01/08/2024","01/08/2024","185","Suspiciously Cheap Calibrator","14","Raised","[REDACTED]","25/08/2024"
"equipment","USD","","14/08/2024","14/08/2024","01/08/2024","185","Suspiciously Cheap Calibrator","14","Dispatched","[REDACTED]","25/08/2024"
"equipment","USD","02/09/2024","14/08/2024","02/09/2024","01/08/2024","185","Suspiciously Cheap Calibrator","14","Delivered","[REDACTED]","25/08/2024"
"consumables","USD","","","30/07/2024","30/07/2024","186","Mass-Produced Reagent","17","Raised","BulkChem Inc","03/09/2024"
"consumables","USD","","23/08/2024","23/08/2024","30/07/2024","186","Mass-Produced Reagent","17","Dispatched","BulkChem Inc","03/09/2024"
"consumables","USD","18/09/2024","23/08/2024","18/09/2024","30/07/2024","186","Mass-Produced Reagent","17","Delivered","BulkChem Inc","03/09/2024"
"equipment","USD","","","19/03/2024","19/03/2024","187","Suspiciously Cheap Probe","100","Raised","[REDACTED]","12/04/2024"
"equipment","USD","","","01/04/2024","19/03/2024","187","Suspiciously Cheap Probe","38","Raised","[REDACTED]","12/04/2024"
"equipment","USD","","02/04/2024","02/04/2024","19/03/2024","187","Suspiciously Cheap Probe","38","Dispatched","[REDACTED]","12/04/2024"
"equipment","USD","09/04/2024","02/04/2024","09/04/2024","19/03/2024","187","Suspiciously Cheap Probe","38","Delivered","[REDACTED]","12/04/2024"
"reference","GBP","","","28/04/2024","28/04/2024","188","TEST ITEM - DO NOT USE","80","Raised","SYSTEM_TEST","30/04/2024"
"reference","GBP","","29/04/2024","29/04/2024","28/04/2024","188","TEST ITEM - DO NOT USE","80","Dispatched","SYSTEM_TEST","30/04/2024"
"reference","GBP","","","27/03/2024","27/03/2024","189","TEST ITEM - DO NOT USE","74","Raised","SYSTEM_TEST","29/03/2024"
"reference","GBP","","28/03/2024","28/03/2024","27/03/2024","189","TEST ITEM - DO NOT USE","74","Dispatched","SYSTEM_TEST","29/03/2024"
"equipment","USD","","","12/10/2024","12/10/2024","190","Suspiciously Cheap Calibrator","74","Raised","[REDACTED]","05/11/2024"
"equipment","USD","","25/10/2024","25/10/2024","12/10/2024","190","Suspiciously Cheap Calibrator","74","Dispatched","[REDACTED]","05/11/2024"
"equipment","USD","09/11/2024","25/10/2024","09/11/2024","12/10/2024","190","Suspiciously Cheap Calibrator","74","Delivered","[REDACTED]","05/11/2024"
"reference","GBP","","","24/06/2024","24/06/2024","191","TEST ITEM - DO NOT USE","92","Raised","SYSTEM_TEST","26/06/2024"
"reference","GBP","","25/06/2024","25/06/2024","24/06/2024","191","TEST ITEM - DO NOT USE","92","Dispatched","SYSTEM_TEST","26/06/2024"
"consumables","GBP","","","15/05/2024","15/05/2024","192","Ordinary Filter","52","Raised","ChemSupply Ltd","23/05/2024"
"consumables","GBP","","18/05/2024","18/05/2024","15/05/2024","192","Ordinary Filter","52","Dispatched","ChemSupply Ltd","23/05/2024"
"consumables","GBP","21/05/2024","18/05/2024","21/05/2024","15/05/2024","192","Ordinary Filter","52","Delivered","ChemSupply Ltd","23/05/2024"
"equipment","JPY","","","26/02/2024","26/02/2024","193","Standard Probe","57","Raised","LabTech Solutions","25/03/2024"
"equipment","JPY","","","03/03/2024","26/02/2024","193","Standard Probe","96","Raised","LabTech Solutions","25/03/2024"
"equipment","JPY","","04/03/2024","04/03/2024","26/02/2024","193","Standard Probe","96","Dispatched","LabTech Solutions","25/03/2024"
"equipment","JPY","25/03/2024","04/03/2024","25/03/2024","26/02/2024","193","Standard Probe","96","Delivered","LabTech Solutions","25/03/2024"
"consumables","GBP","","","05/04/2024","05/04/2024","194","General-Purpose Solvent","60","Raised","ChemSupply Ltd","13/04/2024"
"consumables","GBP","","07/04/2024","07/04/2024","05/04/2024","194","General-Purpose Solvent","60","Dispatched","ChemSupply Ltd","13/04/2024"
"consumables","GBP","11/04/2024","07/04/2024","11/04/2024","05/04/2024","194","General-Purpose Solvent","60","Delivered","ChemSupply Ltd","13/04/2024"
"consumables","USD","","","20/12/2024","20/12/2024","195","Suspiciously Cheap Reagent","83","Raised","[REDACTED]","13/01/2025"
"consumables","USD","","","30/12/2024","20/12/2024","195","Suspiciously Cheap Reagent","48","Raised","[REDACTED]","13/01/2025"
"consumables","USD","","08/01/2025","08/01/2025","20/12/2024","195","Suspiciously Cheap Reagent","48","Dispatched","[REDACTED]","13/01/2025"
"consumables","USD","25/01/2025","08/01/2025","25/01/2025","20/12/2024","195","Suspiciously Cheap Reagent","48","Delivered","[REDACTED]","13/01/2025"
"reference","GBP","","","13/08/2024","13/08/2024","196","TEST ITEM - DO NOT USE","42","Raised","SYSTEM_TEST","15/08/2024"
"reference","GBP","","14/08/2024","14/08/2024","13/08/2024","196","TEST ITEM - DO NOT USE","42","Dispatched","SYSTEM_TEST","15/08/2024"
"reference","GBP","15/08/2024","14/08/2024","15/08/2024","13/08/2024","196","TEST ITEM - DO NOT USE","42","Delivered","SYSTEM_TEST","15/08/2024"
"reference","GBP","","","15/06/2024","15/06/2024","197","TEST ITEM - DO NOT USE","19","Raised","SYSTEM_TEST","17/06/2024"
"reference","GBP","","","07/09/2024","07/09/2024","198","TEST ITEM - DO NOT USE","40","Raised","SYSTEM_TEST","09/09/2024"
"reference","GBP","","08/09/2024","08/09/2024","07/09/2024","198","TEST ITEM - DO NOT USE","40","Dispatched","SYSTEM_TEST","09/09/2024"
"reference","GBP","","","21/01/2024","21/01/2024","199","TEST ITEM - DO NOT USE","60","Raised","SYSTEM_TEST","23/01/2024"
"reference","GBP","","22/01/2024","22/01/2024","21/01/2024","199","TEST ITEM - DO NOT USE","60","Dispatched","SYSTEM_TEST","23/01/2024"
"reference","GBP","23/01/2024","22/01/2024","23/01/2024","21/01/2024","199","TEST ITEM - DO NOT USE","60","Delivered","SYSTEM_TEST","23/01/2024"
"consumables","USD","","","22/03/2024","22/03/2024","200","Regulation Filter","15","Raised","BulkChem Inc","26/04/2024"
"consumables","USD","","01/04/2024","01/04/2024","22/03/2024","200","Regulation Filter","15","Dispatched","BulkChem Inc","26/04/2024"
"consumables","USD","13/04/2024","01/04/2024","13/04/2024","22/03/2024","200","Regulation Filter","15","Delivered","BulkChem Inc","26/04/2024"
"reference","GBP","","","01/12/2024","01/12/2024","201","TEST ITEM - DO NOT USE","59","Raised","SYSTEM_TEST","03/12/2024"
"reference","GBP","","02/12/2024","02/12/2024","01/12/2024","201","TEST ITEM - DO NOT USE","59","Dispatched","SYSTEM_TEST","03/12/2024"
"reference","GBP","03/12/2024","02/12/2024","03/12/2024","01/12/2024","201","TEST ITEM - DO NOT USE","59","Delivered","SYSTEM_TEST","03/12/2024"
"consumables","GBP","","","13/04/2024","13/04/2024","202","General-Purpose Filter","43","Raised","ChemSupply Ltd","21/04/2024"
"consumables","GBP","","16/04/2024","16/04/2024","13/04/2024","202","General-Purpose Filter","43","Dispatched","ChemSupply Ltd","21/04/2024"
"consumables","GBP","21/04/2024","16/04/2024","21/04/2024","13/04/2024","202","General-Purpose Filter","43","Delivered","ChemSupply Ltd","21/04/2024"
"consumables","USD","","","14/07/2024","14/07/2024","203","Budget Solvent","90","Raised","BulkChem Inc","18/08/2024"
"consumables","USD","","04/08/2024","04/08/2024","14/07/2024","203","Budget Solvent","90","Dispatched","BulkChem Inc","18/08/2024"
"consumables","GBP","","","02/04/2024","02/04/2024","204","Regular Solvent","5","Raised","ChemSupply Ltd","10/04/2024"
"consumables","GBP","","06/04/2024","06/04/2024","02/04/2024","204","Regular Solvent","5","Dispatched","ChemSupply Ltd","10/04/2024"
"consumables","GBP","08/04/2024","06/04/2024","08/04/2024","02/04/2024","204","Regular Solvent","5","Delivered","ChemSupply Ltd","10/04/2024"
"consumables","GBP","","","22/01/2024","22/01/2024","205","Ordinary Reagent","40","Raised","ChemSupply Ltd","30/01/2024"
"consumables","GBP","","24/01/2024","24/01/2024","22/01/2024","205","Ordinary Reagent","40","Dispatched","ChemSupply Ltd","30/01/2024"
"consumables","GBP","31/01/2024","24/01/2024","31/01/2024","22/01/2024","205","Ordinary Reagent","40","Delivered","ChemSupply Ltd","30/01/2024"
"consumables","GBP","","","26/04/2024","26/04/2024","206","Premium-Quality Filter","63","Raised","ChemSupply Ltd","04/05/2024"
"consumables","GBP","","28/04/2024","28/04/2024","26/04/2024","206","Premium-Quality Filter","63","Dispatched","ChemSupply Ltd","04/05/2024"
"consumables","GBP","01/05/2024","28/04/2024","01/05/2024","26/04/2024","206","Premium-Quality Filter","63","Delivered","ChemSupply Ltd","04/05/2024"
"consumables","USD","","","20/06/2024","20/06/2024","207","Untraceable Extra Reagent","13","Raised","[REDACTED]","14/07/2024"
"consumables","USD","","","23/12/2024","23/12/2024","208","Bargain Solvent","85","Raised","BulkChem Inc","27/01/2025"
"consumables","USD","","","04/06/2024","04/06/2024","209","Approved Solvent","63","Raised","BulkChem Inc","09/07/2024"
"consumables","USD","","22/06/2024","22/06/2024","04/06/2024","209","Approved Solvent","63","Dispatched","BulkChem Inc","09/07/2024"
"consumables","USD","18/07/2024","22/06/2024","18/07/2024","04/06/2024","209","Approved Solvent","63","Delivered","BulkChem Inc","09/07/2024"
"reference","GBP","","","09/10/2024","09/10/2024","210","TEST ITEM - DO NOT USE","50","Raised","SYSTEM_TEST","11/10/2024"
"reference","GBP","","10/10/2024","10/10/2024","09/10/2024","210","TEST ITEM - DO NOT USE","50","Dispatched","SYSTEM_TEST","11/10/2024"
"reference","GBP","11/10/2024","10/10/2024","11/10/2024","09/10/2024","210","TEST ITEM - DO NOT USE","50","Delivered","SYSTEM_TEST","11/10/2024"
"reference","GBP","","","15/04/2024","15/04/2024","211","TEST ITEM - DO NOT USE","1","Raised","SYSTEM_TEST","17/04/2024"
"reference","GBP","","16/04/2024","16/04/2024","15/04/2024","211","TEST ITEM - DO NOT USE","1","Dispatched","SYSTEM_TEST","17/04/2024"
"reference","GBP","17/04/2024","16/04/2024","17/04/2024","15/04/2024","211","TEST ITEM - DO NOT USE","1","Delivered","SYSTEM_TEST","17/04/2024"
"equipment","JPY","","","16/09/2024","16/09/2024","212","Ordinary Calibrator","63","Raised","LabTech Solutions","14/10/2024"
"consumables","GBP","","","29/07/2024","29/07/2024","213","Ordinary Filter","19","Raised","ChemSupply Ltd","06/08/2024"
"consumables","GBP","","","31/07/2024","29/07/2024","213","Ordinary Filter","23","Raised","ChemSupply Ltd","06/08/2024"
"equipment","JPY","","","29/03/2024","29/03/2024","214","Standard Probe","54","Raised","LabTech Solutions","26/04/2024"
"equipment","JPY","","06/04/2024","06/04/2024","29/03/2024","214","Standard Probe","54","Dispatched","LabTech Solutions","26/04/2024"
"equipment","JPY","23/04/2024","06/04/2024","23/04/2024","29/03/2024","214","Standard Probe","54","Delivered","LabTech Solutions","26/04/2024"
"consumables","GBP","","","01/08/2024","01/08/2024","215","Standard Solvent","62","Raised","ChemSupply Ltd","09/08/2024"
"consumables","GBP","","","02/08/2024","01/08/2024","215","Standard Solvent","44","Raised","ChemSupply Ltd","09/08/2024"
"consumables","GBP","","03/08/2024","03/08/2024","01/08/2024","215","Standard Solvent","44","Dispatched","ChemSupply Ltd","09/08/2024"
"equipment","JPY","","","04/10/2024","04/10/2024","216","Performance Sensor","14","Raised","LabTech Solutions","01/11/2024"
"equipment","JPY","","","02/04/2024","02/04/2024","217","Regular Calibrator","13","Raised","LabTech Solutions","30/04/2024"
"equipment","JPY","","09/04/2024","09/04/2024","02/04/2024","217","Regular Calibrator","13","Dispatched","LabTech Solutions","30/04/2024"
"reference","GBP","","","04/12/2024","04/12/2024","218","TEST ITEM - DO NOT USE","41","Raised","SYSTEM_TEST","06/12/2024"
"reference","GBP","","","29/05/2024","29/05/2024","219","TEST ITEM - DO NOT USE","57","Raised","SYSTEM_TEST","31/05/2024"
"reference","GBP","","30/05/2024","30/05/2024","29/05/2024","219","TEST ITEM - DO NOT USE","57","Dispatched","SYSTEM_TEST","31/05/2024"
"reference","GBP","31/05/2024","30/05/2024","31/05/2024","29/05/2024","219","TEST ITEM - DO NOT USE","57","Delivered","SYSTEM_TEST","31/05/2024"
"consumables","USD","","","11/09/2024","11/09/2024","220","Regulation Filter","49","Raised","BulkChem Inc","16/10/2024"
"consumables","USD","","25/09/2024","25/09/2024","11/09/2024","220","Regulation Filter","49","Dispatched","BulkChem Inc","16/10/2024"
"consumables","USD","08/11/2024","25/09/2024","08/11/2024","11/09/2024","220","Regulation Filter","49","Delivered","BulkChem Inc","16/10/2024"
"reference","GBP","","","03/05/2024","03/05/2024","221","TEST ITEM - DO NOT USE","9","Raised","SYSTEM_TEST","05/05/2024"
"reference","GBP","","04/05/2024","04/05/2024","03/05/2024","221","TEST ITEM - DO NOT USE","9","Dispatched","SYSTEM_TEST","05/05/2024"
"equipment","JPY","","","20/01/2024","20/01/2024","222","Standard Calibrator","8","Raised","LabTech Solutions","17/02/2024"
"equipment","JPY","","","21/01/2024","20/01/2024","222","Standard Calibrator","5","Raised","LabTech Solutions","17/02/2024"
"equipment","JPY","","25/01/2024","25/01/2024","20/01/2024","222","Standard Calibrator","5","Dispatched","LabTech Solutions","17/02/2024"
"consumables","USD","","","31/08/2024","31/08/2024","223","Unlabelled Filter","69","Raised","[REDACTED]","24/09/2024"
"consumables","USD","","11/09/2024","11/09/2024","31/08/2024","223","Unlabelled Filter","69","Dispatched","[REDACTED]","24/09/2024"
"consumables","USD","01/10/2024","11/09/2024","01/10/2024","31/08/2024","223","Unlabelled Filter","69","Delivered","[REDACTED]","24/09/2024"
"equipment","JPY","","","19/01/2024","19/01/2024","224","Ordinary Sensor","36","Raised","LabTech Solutions","16/02/2024"
"consumables","USD","","","05/10/2024","05/10/2024","225","Regulation Filter","67","Raised","BulkChem Inc","09/11/2024"
"consumables","USD","","","05/10/2024","05/10/2024","225","Regulation Filter","67","Raised","BulkChem Inc","09/11/2024"
"consumables","USD","","21/10/2024","21/10/2024","05/10/2024","225","Regulation Filter","67","Dispatched","BulkChem Inc","09/11/2024"
"consumables","USD","29/10/2024","21/10/2024","29/10/2024","05/10/2024","225","Regulation Filter","67","Delivered","BulkChem Inc","09/11/2024"
"equipment","JPY","","","21/11/2024","21/11/2024","226","Hyper Calibrator","55","Raised","LabTech Solutions","19/12/2024"
"equipment","JPY","","28/11/2024","28/11/2024","21/11/2024","226","Hyper Calibrator","55","Dispatched","LabTech Solutions","19/12/2024"
"equipment","JPY","20/12/2024","28/11/2024","20/12/2024","21/11/2024","226","Hyper Calibrator","55","Delivered","LabTech Solutions","19/12/2024"
"consumables","USD","","","01/06/2024","01/06/2024","227","Regulation Solvent","46","Raised","BulkChem Inc","06/07/2024"
"reference","GBP","","","03/06/2024","03/06/2024","228","TEST ITEM - DO NOT USE","52","Raised","SYSTEM_TEST","05/06/2024"
"equipment","USD","","","15/05/2024","15/05/2024","229","Unstable Sensor","32","Raised","[REDACTED]","08/06/2024"
"equipment","USD","","24/05/2024","24/05/2024","15/05/2024","229","Unstable Sensor","32","Dispatched","[REDACTED]","08/06/2024"
"equipment","USD","09/06/2024","24/05/2024","09/06/2024","15/05/2024","229","Unstable Sensor","32","Delivered","[REDACTED]","08/06/2024"
"reference","GBP","","","13/09/2024","13/09/2024","230","TEST ITEM - DO NOT USE","95","Raised","SYSTEM_TEST","15/09/2024"
"consumables","USD","","","20/08/2024","20/08/2024","231","Unstable Filter","63","Raised","[REDACTED]","13/09/2024"
"consumables","USD","","05/09/2024","05/09/2024","20/08/2024","231","Unstable Filter","63","Dispatched","[REDACTED]","13/09/2024"
"consumables","USD","23/09/2024","05/09/2024","23/09/2024","20/08/2024","231","Unstable Filter","63","Delivered","[REDACTED]","13/09/2024"
"consumables","GBP","","","15/10/2024","15/10/2024","232","Premium-Quality Solvent","77","Raised","ChemSupply Ltd","23/10/2024"
"consumables","GBP","","17/10/2024","17/10/2024","15/10/2024","232","Premium-Quality Solvent","77","Dispatched","ChemSupply Ltd","23/10/2024"
"consumables","GBP","21/10/2024","17/10/2024","21/10/2024","15/10/2024","232","Premium-Quality Solvent","77","Delivered","ChemSupply Ltd","23/10/2024"
"equipment","JPY","","","25/08/2024","25/08/2024","233","Ultra Sensor","54","Raised","LabTech Solutions","22/09/2024"
"consumables","GBP","","","07/07/2024","07/07/2024","234","Standard Solvent","36","Raised","ChemSupply Ltd","15/07/2024"
"consumables","USD","","","18/07/2024","18/07/2024","235","Unstable Filter","61","Raised","[REDACTED]","11/08/2024"
"consumables","USD","","04/08/2024","04/08/2024","18/07/2024","235","Unstable Filter","61","Dispatched","[REDACTED]","11/08/2024"
"consumables","USD","19/08/2024","04/08/2024","19/08/2024","18/07/2024","235","Unstable Filter","61","Delivered","[REDACTED]","11/08/2024"
"equipment","USD","","","02/05/2024","02/05/2024","236","Unlabelled Probe","79","Raised","[REDACTED]","26/05/2024"
"equipment","USD","","","10/05/2024","02/05/2024","236","Unlabelled Probe","39","Raised","[REDACTED]","26/05/2024"
"consumables","USD","","","26/12/2024","26/12/2024","237","Discount Filter","27","Raised","BulkChem Inc","30/01/2025"
"consumables","USD","","07/01/2025","07/01/2025","26/12/2024","237","Discount Filter","27","Dispatched","BulkChem Inc","30/01/2025"
"consumables","USD","31/01/2025","07/01/2025","31/01/2025","26/12/2024","237","Discount Filter","27","Delivered","BulkChem Inc","30/01/2025"
"consumables","USD","","","10/04/2024","10/04/2024","238","Discount Reagent","74","Raised","BulkChem Inc","15/05/2024"
"consumables","USD","","20/04/2024","20/04/2024","10/04/2024","238","Discount Reagent","74","Dispatched","BulkChem Inc","15/05/2024"
"consumables","GBP","","","06/08/2024","06/08/2024","239","Premium-Quality Solvent","69","Raised","ChemSupply Ltd","14/08/2024"
"reference","GBP","","","16/03/2024","16/03/2024","240","TEST ITEM - DO NOT USE","59","Raised","SYSTEM_TEST","18/03/2024"
"consumables","USD","","","13/08/2024","13/08/2024","241","Bargain Solvent","9","Raised","BulkChem Inc","17/09/2024"
"consumables","USD","","","04/12/2024","04/12/2024","242","Approved Filter","41","Raised","BulkChem Inc","08/01/2025"
"consumables","USD","","","14/03/2024","14/03/2024","243","Discount Reagent","11","Raised","BulkChem Inc","18/04/2024"
"consumables","USD","","","11/07/2024","11/07/2024","244","Suspiciously Cheap Reagent","52","Raised","[REDACTED]","04/08/2024"
"consumables","USD","","17/07/2024","17/07/2024","11/07/2024","244","Suspiciously Cheap Reagent","52","Dispatched","[REDACTED]","04/08/2024"
"consumables","USD","04/08/2024","17/07/2024","04/08/2024","11/07/2024","244","Suspiciously Cheap Reagent","52","Delivered","[REDACTED]","04/08/2024"
"consumables","GBP","","","13/09/2024","13/09/2024","245","High-Grade Reagent","69","Raised","ChemSupply Ltd","21/09/2024"
"consumables","GBP","","15/09/2024","15/09/2024","13/09/2024","245","High-Grade Reagent","69","Dispatched","ChemSupply Ltd","21/09/2024"
"equipment","JPY","","","21/08/2024","21/08/2024","246","Ordinary Probe","85","Raised","LabTech Solutions","18/09/2024"
"consumables","USD","","","11/01/2024","11/01/2024","247","Unstable Reagent","35","Raised","[REDACTED]","04/02/2024"
"consumables","USD","","","29/06/2024","29/06/2024","248","Untraceable Extra Filter","2","Raised","[REDACTED]","23/07/2024"
"consumables","USD","","02/07/2024","02/07/2024","29/06/2024","248","Untraceable Extra Filter","2","Dispatched","[REDACTED]","23/07/2024"
"consumables","USD","22/07/2024","02/07/2024","22/07/2024","29/06/2024","248","Untraceable Extra Filter","2","Delivered","[REDACTED]","23/07/2024"
"consumables","GBP","","","27/01/2024","27/01/2024","249","Standard Reagent","34","Raised","ChemSupply Ltd","04/02/2024"
"consumables","GBP","","31/01/2024","31/01/2024","27/01/2024","249","Standard Reagent","34","Dispatched","ChemSupply Ltd","04/02/2024"
"consumables","GBP","07/02/2024","31/01/2024","07/02/2024","27/01/2024","249","Standard Reagent","34","Delivered","ChemSupply Ltd","04/02/2024"
"equipment","JPY","","","12/10/2024","12/10/2024","250","Standard Probe","22","Raised","LabTech Solutions","09/11/2024"
"equipment","JPY","","","16/10/2024","12/10/2024","250","Standard Probe","58","Raised","LabTech Solutions","09/11/2024"
"equipment","JPY","","23/10/2024","23/10/2024","12/10/2024","250","Standard Probe","58","Dispatched","LabTech Solutions","09/11/2024"
"equipment","JPY","09/11/2024","23/10/2024","09/11/2024","12/10/2024","250","Standard Probe","58","Delivered","LabTech Solutions","09/11/2024"
"consumables","USD","","","06/06/2024","06/06/2024","251","Budget Reagent","60","Raised","BulkChem Inc","11/07/2024"
"consumables","USD","","16/06/2024","16/06/2024","06/06/2024","251","Budget Reagent","60","Dispatched","BulkChem Inc","11/07/2024"
"consumables","USD","29/06/2024","16/06/2024","29/06/2024","06/06/2024","251","Budget Reagent","60","Delivered","BulkChem Inc","11/07/2024"
"consumables","GBP","","","23/02/2024","23/02/2024","252","Standard Reagent","79","Raised","ChemSupply Ltd","02/03/2024"
"consumables","USD","","","09/08/2024","09/08/2024","253","Suspiciously Cheap Filter","19","Raised","[REDACTED]","02/09/2024"
"consumables","USD","","21/08/2024","21/08/2024","09/08/2024","253","Suspiciously Cheap Filter","19","Dispatched","[REDACTED]","02/09/2024"
"consumables","USD","06/09/2024","21/08/2024","06/09/2024","09/08/2024","253","Suspiciously Cheap Filter","19","Delivered","[REDACTED]","02/09/2024"
"consumables","USD","","","23/10/2024","23/10/2024","254","Unlabelled Filter","94","Raised","[REDACTED]","16/11/2024"
"consumables","USD","","28/10/2024","28/10/2024","23/10/2024","254","Unlabelled Filter","94","Dispatched","[REDACTED]","16/11/2024"
"consumables","USD","19/11/2024","28/10/2024","19/11/2024","23/10/2024","254","Unlabelled Filter","94","Delivered","[REDACTED]","16/11/2024"
"consumables","USD","","","20/11/2024","20/11/2024","255","Regulation Reagent","1","Raised","BulkChem Inc","25/12/2024"
"consumables","USD","","","26/11/2024","20/11/2024","255","Regulation Reagent","47","Raised","BulkChem Inc","25/12/2024"
"consumables","USD","","06/12/2024","06/12/2024","20/11/2024","255","Regulation Reagent","47","Dispatched","BulkChem Inc","25/12/2024"
"consumables","USD","03/01/2025","06/12/2024","03/01/2025","20/11/2024","255","Regulation Reagent","47","Delivered","BulkChem Inc","25/12/2024"
"equipment","USD","","","24/06/2024","24/06/2024","256","Unstable Calibrator","36","Raised","[REDACTED]","18/07/2024"
"equipment","USD","","03/07/2024","03/07/2024","24/06/2024","256","Unstable Calibrator","36","Dispatched","[REDACTED]","18/07/2024"
"consumables","GBP","","","25/08/2024","25/08/2024","257","Ordinary Solvent","87","Raised","ChemSupply Ltd","02/09/2024"
"consumables","GBP","","27/08/2024","27/08/2024","25/08/2024","257","Ordinary Solvent","87","Dispatched","ChemSupply Ltd","02/09/2024"
"consumables","GBP","31/08/2024","27/08/2024","31/08/2024","25/08/2024","257","Ordinary Solvent","87","Delivered","ChemSupply Ltd","02/09/2024"
"consumables","GBP","","","26/08/2024","26/08/2024","258","General-Purpose Reagent","98","Raised","ChemSupply Ltd","03/09/2024"
"consumables","GBP","","30/08/2024","30/08/2024","26/08/2024","258","General-Purpose Reagent","98","Dispatched","ChemSupply Ltd","03/09/2024"
"consumables","GBP","04/09/2024","30/08/2024","04/09/2024","26/08/2024","258","General-Purpose Reagent","98","Delivered","ChemSupply Ltd","03/09/2024"
"consumables","USD","","","03/04/2024","03/04/2024","259","Bargain Solvent","39","Raised","BulkChem Inc","08/05/2024"
"consumables","USD","","","04/02/2024","04/02/2024","260","Mass-Produced Reagent","57","Raised","BulkChem Inc","10/03/2024"
"consumables","USD","","16/02/2024","16/02/2024","04/02/2024","260","Mass-Produced Reagent","57","Dispatched","BulkChem Inc","10/03/2024"
"consumables","USD","07/03/2024","16/02/2024","07/03/2024","04/02/2024","260","Mass-Produced Reagent","57","Delivered","BulkChem Inc","10/03/2024"
"consumables","USD","","","03/01/2024","03/01/2024","261","Approved Solvent","91","Raised","BulkChem Inc","07/02/2024"
"consumables","USD","","12/01/2024","12/01/2024","03/01/2024","261","Approved Solvent","91","Dispatched","BulkChem Inc","07/02/2024"
"consumables","USD","14/02/2024","12/01/2024","14/02/2024","03/01/2024","261","Approved Solvent","91","Delivered","BulkChem Inc","07/02/2024"
"equipment","USD","","","22/01/2024","22/01/2024","262","Untraceable Extra Probe","10","Raised","[REDACTED]","15/02/2024"
"equipment","USD","","06/02/2024","06/02/2024","22/01/2024","262","Untraceable Extra Probe","10","Dispatched","[REDACTED]","15/02/2024"
"equipment","USD","15/02/2024","06/02/2024","15/02/2024","22/01/2024","262","Untraceable Extra Probe","10","Delivered","[REDACTED]","15/02/2024"
"consumables","USD","","","04/05/2024","04/05/2024","263","Approved Reagent","52","Raised","BulkChem Inc","08/06/2024"
"consumables","USD","","","26/10/2024","26/10/2024","264","Suspiciously Cheap Solvent","36","Raised","[REDACTED]","19/11/2024"
"consumables","USD","","09/11/2024","09/11/2024","26/10/2024","264","Suspiciously Cheap Solvent","36","Dispatched","[REDACTED]","19/11/2024"
"reference","GBP","","","15/06/2024","15/06/2024","265","TEST ITEM - DO NOT USE","44","Raised","SYSTEM_TEST","17/06/2024"
"consumables","USD","","","08/09/2024","08/09/2024","266","Bargain Solvent","13","Raised","BulkChem Inc","13/10/2024"
"consumables","USD","","","12/10/2024","12/10/2024","267","Bargain Reagent","62","Raised","BulkChem Inc","16/11/2024"
"consumables","USD","","28/10/2024","28/10/2024","12/10/2024","267","Bargain Reagent","62","Dispatched","BulkChem Inc","16/11/2024"
"consumables","USD","30/10/2024","28/10/2024","30/10/2024","12/10/2024","267","Bargain Reagent","62","Delivered","BulkChem Inc","16/11/2024"
"consumables","USD","","","21/03/2024","21/03/2024","268","Unlabelled Reagent","67","Raised","[REDACTED]","14/04/2024"
